Lever position,Ship speed,Gas Turbine (GT) shaft torque (GTT) ,GT rate of revolutions (GTn),Gas Generator rate of revolutions (GGn),Starboard Propeller Torque (Ts) ,Hight Pressure (HP) Turbine exit temperature (T48) ,GT Compressor outlet air temperature (T2) ,HP Turbine exit pressure (P48) ,GT Compressor outlet air pressure (P2),GT exhaust gas pressure (Pexh) ,Turbine Injecton Control (TIC) ,Fuel flow (mf),GT Compressor decay state coefficient,GT Turbine decay state coefficient
6.18,18,29800,2310,8830,246,795,675,2.5,13.3,1.03,35.4,0.702,0.951,0.979
7.15,21,39000,2680,9130,332,850,699,2.96,15.6,1.04,45.5,0.901,0.951,0.979
8.21,24,51000,3090,9320,438,947,741,3.57,18.6,1.04,62,1.23,0.951,0.979
9.3,27,72800,3560,9780,645,1110,788,4.49,22.7,1.05,92,1.82,0.951,0.979
1.14,3,2040,1410,6730,11,510,560,1.17,6.33,1.02,0,0.13,0.951,0.98
2.09,6,6680,1360,6830,25.3,628,579,1.32,7.19,1.02,18.4,0.284,0.951,0.98
3.14,9,8380,1390,7120,60.4,601,587,1.39,7.54,1.02,12.9,0.255,0.951,0.98
4.16,12,14700,1550,7800,114,657,613,1.66,8.96,1.02,17.9,0.354,0.951,0.98
5.14,15,21600,1920,8500,175,726,644,2.08,11.1,1.03,26.1,0.516,0.951,0.98
6.18,18,29800,2310,8830,246,794,675,2.5,13.3,1.03,35.4,0.7,0.951,0.98
7.15,21,39000,2680,9130,332,849,699,2.96,15.6,1.04,45.4,0.9,0.951,0.98
8.21,24,51000,3090,9320,438,946,741,3.57,18.5,1.04,61.9,1.23,0.951,0.98
9.3,27,72800,3560,9780,645,1110,788,4.49,22.7,1.05,91.9,1.82,0.951,0.98
1.14,3,2520,1410,6730,11.3,524,563,1.19,6.43,1.02,0,0.147,0.951,0.981
2.09,6,6700,1360,6830,25.4,627,579,1.32,7.18,1.02,18.1,0.284,0.951,0.981
3.14,9,8380,1390,7130,60.4,601,586,1.39,7.53,1.02,12.9,0.255,0.951,0.981
4.16,12,14700,1550,7800,114,656,613,1.66,8.95,1.02,17.8,0.353,0.951,0.981
5.14,15,21600,1920,8500,175,725,644,2.08,11.1,1.03,26,0.515,0.951,0.981
6.18,18,29800,2310,8830,246,793,675,2.5,13.3,1.03,35.3,0.699,0.951,0.981
7.15,21,39000,2680,9130,332,848,699,2.96,15.6,1.04,45.4,0.898,0.951,0.981
8.21,24,51000,3090,9320,438,945,740,3.57,18.5,1.04,61.8,1.22,0.951,0.981
9.3,27,72800,3560,9780,645,1110,788,4.49,22.7,1.05,91.8,1.82,0.951,0.981
1.14,3,3360,1420,6740,11.7,550,567,1.22,6.61,1.02,0,0.176,0.951,0.982
2.09,6,6610,1360,6830,25.1,624,579,1.32,7.16,1.02,18.9,0.282,0.951,0.982
3.14,9,8380,1390,7130,60.4,600,586,1.39,7.52,1.02,12.8,0.254,0.951,0.982
4.16,12,14700,1550,7800,114,655,612,1.66,8.94,1.02,17.8,0.352,0.951,0.982
5.14,15,21600,1920,8500,175,724,644,2.08,11.1,1.03,26,0.514,0.951,0.982
6.18,18,29800,2310,8830,246,792,675,2.5,13.3,1.03,35.2,0.697,0.951,0.982
7.15,21,39000,2680,9140,332,847,698,2.96,15.6,1.04,45.3,0.896,0.951,0.982
8.21,24,51000,3090,9320,438,944,740,3.57,18.5,1.04,61.7,1.22,0.951,0.982
9.3,27,72800,3560,9780,645,1110,788,4.49,22.6,1.05,91.7,1.82,0.951,0.982
1.14,3,4540,1420,6740,11.5,584,571,1.26,6.82,1.02,0,0.217,0.951,0.983
2.09,6,6430,1360,6830,24.5,619,578,1.31,7.12,1.02,20.2,0.276,0.951,0.983
3.14,9,8380,1390,7130,60.4,599,586,1.39,7.52,1.02,12.8,0.253,0.951,0.983
4.16,12,14700,1550,7810,114,654,612,1.66,8.94,1.02,17.7,0.351,0.951,0.983
5.14,15,21600,1920,8500,175,723,644,2.08,11.1,1.03,25.9,0.513,0.951,0.983
6.18,18,29800,2310,8840,246,791,674,2.5,13.2,1.03,35.2,0.696,0.951,0.983
7.15,21,39000,2680,9140,332,846,698,2.96,15.5,1.04,45.2,0.895,0.951,0.983
8.21,24,51000,3090,9320,438,943,740,3.57,18.5,1.04,61.6,1.22,0.951,0.983
9.3,27,72800,3560,9780,645,1110,788,4.49,22.6,1.05,91.6,1.81,0.951,0.983
1.14,3,4880,1410,6740,11.4,593,573,1.27,6.88,1.02,0,0.229,0.951,0.984
2.09,6,6350,1350,6840,24.3,617,577,1.31,7.1,1.02,20.6,0.274,0.951,0.984
3.14,9,8380,1390,7130,60.4,598,586,1.39,7.51,1.02,12.8,0.253,0.951,0.984
4.16,12,14700,1550,7810,114,653,612,1.66,8.93,1.02,17.7,0.35,0.951,0.984
5.14,15,21600,1920,8500,175,722,644,2.08,11.1,1.03,25.8,0.512,0.951,0.984
6.18,18,29800,2310,8840,246,790,674,2.5,13.2,1.03,35.1,0.694,0.951,0.984
7.15,21,39000,2680,9140,332,845,698,2.96,15.5,1.04,45.1,0.893,0.951,0.984
8.21,24,51000,3090,9320,438,942,740,3.57,18.4,1.04,61.5,1.22,0.951,0.984
9.3,27,72800,3560,9780,645,1110,787,4.49,22.6,1.05,91.5,1.81,0.951,0.984
1.14,3,5550,1410,6740,11,612,575,1.29,6.99,1.02,0,0.251,0.951,0.985
2.09,6,6230,1350,6840,24,613,577,1.3,7.07,1.02,21.2,0.271,0.951,0.985
3.14,9,8380,1390,7140,60.4,597,586,1.39,7.5,1.02,12.7,0.252,0.951,0.985
4.16,12,14700,1550,7810,114,652,612,1.66,8.92,1.02,17.7,0.35,0.951,0.985
5.14,15,21600,1920,8500,175,721,644,2.08,11.1,1.03,25.8,0.51,0.951,0.985
6.18,18,29800,2310,8840,246,789,674,2.5,13.2,1.03,35,0.693,0.951,0.985
7.15,21,39000,2680,9140,332,844,698,2.96,15.5,1.04,45,0.892,0.951,0.985
8.21,24,51000,3090,9320,438,941,740,3.57,18.4,1.04,61.4,1.22,0.951,0.985
9.3,27,72800,3560,9790,645,1110,787,4.49,22.5,1.05,91.4,1.81,0.951,0.985
1.14,3,6850,1390,6730,9.84,649,579,1.33,7.18,1.02,0,0.297,0.951,0.986
2.09,6,6050,1350,6840,23.6,608,576,1.3,7.03,1.02,21.9,0.265,0.951,0.986
3.14,9,8380,1390,7140,60.4,596,586,1.39,7.49,1.02,12.7,0.251,0.951,0.986
4.16,12,14700,1550,7810,114,651,612,1.66,8.91,1.02,17.6,0.349,0.951,0.986
5.14,15,21600,1920,8500,175,720,643,2.08,11.1,1.03,25.7,0.509,0.951,0.986
6.18,18,29800,2310,8840,246,788,674,2.5,13.2,1.03,34.9,0.692,0.951,0.986
7.15,21,39000,2680,9140,332,843,698,2.96,15.5,1.04,45,0.89,0.951,0.986
8.21,24,51000,3090,9320,438,940,740,3.57,18.4,1.04,61.3,1.21,0.951,0.986
9.3,27,72800,3560,9790,645,1100,787,4.49,22.5,1.05,91.3,1.81,0.951,0.986
1.14,3,7450,1360,6720,8.4,672,581,1.33,7.25,1.02,11.6,0.333,0.951,0.987
2.09,6,5980,1350,6840,23.5,605,576,1.3,7.01,1.02,22,0.263,0.951,0.987
3.14,9,8380,1390,7140,60.4,596,586,1.39,7.49,1.02,12.7,0.251,0.951,0.987
4.16,12,14700,1550,7810,114,650,612,1.66,8.9,1.02,17.6,0.348,0.951,0.987
5.14,15,21600,1920,8500,175,719,643,2.08,11.1,1.03,25.7,0.508,0.951,0.987
6.18,18,29800,2310,8840,246,786,673,2.5,13.2,1.03,34.9,0.69,0.951,0.987
7.15,21,39000,2680,9140,332,842,698,2.96,15.5,1.04,44.9,0.888,0.951,0.987
8.21,24,51000,3090,9320,438,939,739,3.57,18.4,1.04,61.2,1.21,0.951,0.987
9.3,27,72800,3560,9790,645,1100,787,4.48,22.5,1.05,91.2,1.81,0.951,0.987
1.14,3,7110,1340,6710,7.17,667,579,1.32,7.16,1.02,22.2,0.333,0.951,0.988
2.09,6,5640,1350,6840,23,596,574,1.28,6.94,1.02,22.7,0.253,0.951,0.988
3.14,9,8380,1390,7140,60.4,595,585,1.39,7.48,1.02,12.6,0.25,0.951,0.988
4.16,12,14700,1550,7820,114,649,612,1.66,8.89,1.02,17.5,0.347,0.951,0.988
5.14,15,21600,1920,8510,175,718,643,2.08,11.1,1.03,25.6,0.507,0.951,0.988
6.18,18,29800,2310,8840,246,785,673,2.5,13.2,1.03,34.8,0.689,0.951,0.988
7.15,21,39000,2680,9140,332,841,697,2.96,15.5,1.04,44.8,0.887,0.951,0.988
8.21,24,51000,3090,9320,438,938,739,3.57,18.4,1.04,61.1,1.21,0.951,0.988
9.3,27,72800,3560,9790,645,1100,787,4.48,22.5,1.05,91.1,1.8,0.951,0.988
1.14,3,6330,1330,6700,6.33,649,576,1.29,7.01,1.02,28.3,0.316,0.951,0.989
2.09,6,5660,1350,6840,23.1,596,574,1.28,6.94,1.02,22.7,0.252,0.951,0.989
3.14,9,8380,1390,7150,60.4,594,585,1.39,7.47,1.02,12.6,0.249,0.951,0.989
4.16,12,14700,1550,7820,114,649,611,1.66,8.88,1.02,17.5,0.346,0.951,0.989
5.14,15,21600,1920,8510,175,717,643,2.08,11,1.03,25.6,0.506,0.951,0.989
6.18,18,29800,2310,8840,246,784,673,2.5,13.2,1.03,34.7,0.687,0.951,0.989
7.15,21,39000,2680,9140,332,840,697,2.96,15.4,1.04,44.7,0.885,0.951,0.989
8.21,24,51000,3090,9320,438,937,739,3.56,18.3,1.04,61.1,1.21,0.951,0.989
9.3,27,72800,3560,9790,645,1100,787,4.48,22.4,1.05,91,1.8,0.951,0.989
1.14,3,4830,1310,6700,5.58,612,570,1.25,6.75,1.02,32.9,0.275,0.951,0.99
2.09,6,5440,1350,6850,22.9,590,573,1.28,6.9,1.02,23.2,0.245,0.951,0.99
3.14,9,8380,1390,7150,60.4,593,585,1.39,7.47,1.02,12.6,0.249,0.951,0.99
4.16,12,14700,1550,7820,114,648,611,1.66,8.87,1.02,17.5,0.345,0.951,0.99
5.14,15,21600,1920,8510,175,716,643,2.07,11,1.03,25.5,0.505,0.951,0.99
6.18,18,29800,2310,8840,246,783,673,2.5,13.2,1.03,34.6,0.686,0.951,0.99
7.15,21,39000,2680,9140,332,839,697,2.96,15.4,1.04,44.6,0.884,0.951,0.99
8.21,24,51000,3090,9320,438,936,739,3.56,18.3,1.04,61,1.21,0.951,0.99
9.3,27,72800,3560,9790,645,1100,787,4.48,22.4,1.05,90.9,1.8,0.951,0.99
1.14,3,3730,1310,6690,5.34,582,565,1.21,6.56,1.02,33.6,0.241,0.951,0.991
2.09,6,5250,1350,6850,22.7,584,572,1.27,6.85,1.02,22.9,0.239,0.951,0.991
3.14,9,8380,1390,7150,60.4,592,585,1.39,7.46,1.02,12.5,0.248,0.951,0.991
4.16,12,14700,1550,7820,114,647,611,1.65,8.86,1.02,17.4,0.345,0.951,0.991
5.14,15,21600,1920,8510,175,715,642,2.07,11,1.03,25.5,0.504,0.951,0.991
6.18,18,29800,2310,8840,246,782,673,2.5,13.1,1.03,34.6,0.685,0.951,0.991
7.15,21,39000,2680,9140,332,838,697,2.95,15.4,1.04,44.6,0.882,0.951,0.991
8.21,24,51000,3090,9320,438,935,739,3.56,18.3,1.04,60.9,1.21,0.951,0.991
9.3,27,72800,3560,9790,645,1100,787,4.48,22.4,1.05,90.8,1.8,0.951,0.991
1.14,3,1020,1320,6700,5.75,495,552,1.12,6.02,1.02,25,0.135,0.951,0.992
2.09,6,5300,1350,6850,22.7,584,572,1.27,6.86,1.02,23,0.24,0.951,0.992
3.14,9,8380,1390,7150,60.4,592,585,1.39,7.45,1.02,12.5,0.247,0.951,0.992
4.16,12,14700,1550,7820,114,646,611,1.65,8.86,1.02,17.4,0.344,0.951,0.992
5.14,15,21600,1920,8510,175,714,642,2.07,11,1.03,25.4,0.503,0.951,0.992
6.18,18,29800,2310,8840,246,781,672,2.5,13.1,1.03,34.5,0.683,0.951,0.992
7.15,21,39000,2680,9140,332,837,697,2.95,15.4,1.04,44.5,0.88,0.951,0.992
8.21,24,51000,3090,9320,438,934,739,3.56,18.3,1.04,60.8,1.2,0.951,0.992
9.3,27,72800,3560,9790,645,1100,786,4.48,22.4,1.05,90.7,1.8,0.951,0.992
1.14,3,968,1320,6700,5.81,492,552,1.12,6.01,1.02,24.1,0.132,0.951,0.993
2.09,6,5270,1350,6850,22.7,583,572,1.27,6.84,1.02,23,0.238,0.951,0.993
3.14,9,8380,1390,7160,60.4,591,585,1.39,7.44,1.02,12.5,0.247,0.951,0.993
4.16,12,14700,1550,7830,114,645,611,1.65,8.85,1.02,17.3,0.343,0.951,0.993
5.14,15,21600,1920,8510,175,713,642,2.07,11,1.03,25.3,0.502,0.951,0.993
6.18,18,29800,2310,8850,246,780,672,2.5,13.1,1.03,34.4,0.682,0.951,0.993
7.15,21,39000,2680,9140,332,836,697,2.95,15.4,1.04,44.4,0.879,0.951,0.993
8.21,24,51000,3090,9320,438,933,739,3.56,18.3,1.04,60.7,1.2,0.951,0.993
9.3,27,72800,3560,9790,645,1100,786,4.48,22.3,1.05,90.6,1.79,0.951,0.993
1.14,3,269,1330,6710,6.74,458,548,1.09,5.84,1.02,13.2,0.085,0.951,0.994
2.09,6,4980,1350,6860,22.5,574,571,1.26,6.79,1.02,23.1,0.228,0.951,0.994
3.14,9,8380,1390,7160,60.4,590,585,1.39,7.44,1.02,12.4,0.246,0.951,0.994
4.16,12,14700,1550,7830,114,644,611,1.65,8.84,1.02,17.3,0.342,0.951,0.994
5.14,15,21600,1920,8510,175,712,642,2.07,11,1.03,25.3,0.501,0.951,0.994
6.18,18,29800,2310,8850,246,779,672,2.5,13.1,1.03,34.4,0.68,0.951,0.994
7.15,21,39000,2680,9140,332,835,696,2.95,15.4,1.04,44.3,0.877,0.951,0.994
8.21,24,51000,3090,9320,438,932,738,3.56,18.2,1.04,60.6,1.2,0.951,0.994
9.3,27,72800,3560,9790,645,1100,786,4.48,22.3,1.05,90.5,1.79,0.951,0.994
1.14,3,268,1350,6720,7.34,451,547,1.09,5.83,1.02,6.79,0.073,0.951,0.995
2.09,6,4550,1340,6860,22.4,562,569,1.25,6.71,1.02,23.2,0.213,0.951,0.995
3.14,9,8380,1390,7160,60.4,589,584,1.39,7.43,1.02,12.4,0.245,0.951,0.995
4.16,12,14700,1550,7830,114,643,610,1.65,8.83,1.02,17.2,0.341,0.951,0.995
5.14,15,21600,1920,8510,175,711,642,2.07,11,1.03,25.2,0.499,0.951,0.995
6.18,18,29800,2310,8850,246,778,672,2.5,13.1,1.03,34.3,0.679,0.951,0.995
7.15,21,39000,2680,9140,332,834,696,2.95,15.3,1.04,44.2,0.876,0.951,0.995
8.21,24,51000,3090,9330,438,931,738,3.56,18.2,1.04,60.5,1.2,0.951,0.995
9.3,27,72800,3560,9790,645,1100,786,4.47,22.3,1.05,90.4,1.79,0.951,0.995
1.14,3,519,1360,6740,8.16,455,549,1.11,5.89,1.02,0,0.073,0.951,0.996
2.09,6,4680,1340,6860,22.4,565,569,1.25,6.72,1.02,23.1,0.217,0.951,0.996
3.14,9,8380,1390,7160,60.4,588,584,1.39,7.42,1.02,12.4,0.245,0.951,0.996
4.16,12,14700,1550,7830,114,642,610,1.65,8.82,1.02,17.2,0.341,0.951,0.996
5.14,15,21600,1920,8510,175,710,642,2.07,11,1.03,25.2,0.498,0.951,0.996
6.18,18,29800,2310,8850,246,777,672,2.49,13.1,1.03,34.2,0.678,0.951,0.996
7.15,21,39000,2680,9140,332,833,696,2.95,15.3,1.04,44.2,0.874,0.951,0.996
8.21,24,51000,3090,9330,438,930,738,3.56,18.2,1.04,60.4,1.2,0.951,0.996
9.3,27,72800,3560,9790,645,1100,786,4.47,22.3,1.05,90.3,1.79,0.951,0.996
1.14,3,817,1370,6750,8.88,463,550,1.12,5.96,1.02,0,0.082,0.951,0.997
2.09,6,4430,1340,6860,22.4,557,568,1.25,6.67,1.02,22.9,0.208,0.951,0.997
3.14,9,8380,1390,7170,60.4,588,584,1.39,7.42,1.02,12.3,0.244,0.951,0.997
4.16,12,14700,1550,7830,114,642,610,1.65,8.81,1.02,17.2,0.34,0.951,0.997
5.14,15,21600,1920,8510,175,710,641,2.07,10.9,1.03,25.1,0.497,0.951,0.997
6.18,18,29800,2310,8850,246,776,671,2.49,13.1,1.03,34.2,0.676,0.951,0.997
7.15,21,39000,2680,9140,332,832,696,2.95,15.3,1.04,44.1,0.873,0.951,0.997
8.21,24,51000,3090,9330,438,929,738,3.56,18.2,1.04,60.3,1.19,0.951,0.997
9.3,27,72800,3560,9790,645,1100,786,4.47,22.2,1.05,90.2,1.79,0.951,0.997
1.14,3,792,1370,6750,8.81,462,550,1.12,5.94,1.02,0,0.08,0.951,0.998
2.09,6,4360,1340,6870,22.4,554,568,1.24,6.65,1.02,22.9,0.205,0.951,0.998
3.14,9,8380,1390,7170,60.4,587,584,1.39,7.41,1.02,12.3,0.243,0.951,0.998
4.16,12,14700,1550,7840,114,641,610,1.65,8.8,1.02,17.1,0.339,0.951,0.998
5.14,15,21600,1920,8510,175,709,641,2.07,10.9,1.03,25.1,0.496,0.951,0.998
6.18,18,29800,2310,8850,246,775,671,2.49,13,1.03,34.1,0.675,0.951,0.998
7.15,21,39000,2680,9140,332,831,696,2.95,15.3,1.04,44,0.871,0.951,0.998
8.21,24,51000,3090,9330,438,928,738,3.56,18.2,1.04,60.2,1.19,0.951,0.998
9.3,27,72800,3560,9790,645,1090,786,4.47,22.2,1.05,90.1,1.78,0.951,0.998
1.14,3,1100,1380,6760,9.49,470,552,1.13,6.01,1.02,0,0.09,0.951,0.999
2.09,6,4100,1350,6870,22.5,546,566,1.24,6.6,1.02,22.2,0.195,0.951,0.999
3.14,9,8380,1390,7170,60.4,586,584,1.39,7.4,1.02,12.3,0.243,0.951,0.999
4.16,12,14700,1550,7840,114,640,610,1.65,8.79,1.02,17.1,0.338,0.951,0.999
5.14,15,21600,1920,8520,175,708,641,2.07,10.9,1.03,25,0.495,0.951,0.999
6.18,18,29800,2310,8850,246,774,671,2.49,13,1.03,34,0.673,0.951,0.999
7.15,21,39000,2680,9140,332,830,696,2.95,15.3,1.04,43.9,0.87,0.951,0.999
8.21,24,51000,3090,9330,438,927,738,3.56,18.1,1.04,60.1,1.19,0.951,0.999
9.3,27,72800,3560,9800,645,1090,785,4.47,22.2,1.05,90,1.78,0.951,0.999
1.14,3,1130,1380,6760,9.54,470,552,1.13,6.01,1.02,0,0.091,0.951,1
2.09,6,3920,1350,6870,22.6,540,565,1.23,6.56,1.02,21.3,0.188,0.951,1
3.14,9,8380,1390,7170,60.4,585,584,1.39,7.39,1.02,12.2,0.242,0.951,1
4.16,12,14700,1550,7840,114,639,610,1.65,8.78,1.02,17,0.337,0.951,1
5.14,15,21600,1920,8520,175,707,641,2.07,10.9,1.03,25,0.494,0.951,1
6.18,18,29800,2310,8850,246,773,671,2.49,13,1.03,33.9,0.672,0.951,1
7.15,21,39000,2680,9140,332,829,695,2.95,15.3,1.04,43.8,0.868,0.951,1
8.21,24,51000,3090,9330,438,926,738,3.56,18.1,1.04,60,1.19,0.951,1
9.3,27,72800,3560,9800,645,1090,785,4.47,22.1,1.05,89.9,1.78,0.951,1
1.14,3,408,1330,6660,6.62,477,551,1.1,5.98,1.02,17.3,0.105,0.952,0.975
2.09,6,6950,1370,6820,26.9,636,581,1.33,7.27,1.02,14.3,0.291,0.952,0.975
3.14,9,8380,1390,7110,60.4,605,587,1.39,7.58,1.02,13.1,0.258,0.952,0.975
4.16,12,14700,1550,7790,114,661,613,1.66,9.01,1.02,18.1,0.358,0.952,0.975
5.14,15,21600,1920,8490,175,730,645,2.08,11.2,1.03,26.3,0.521,0.952,0.975
6.18,18,29800,2310,8830,246,799,676,2.5,13.4,1.03,35.7,0.707,0.952,0.975
7.15,21,39000,2680,9130,332,853,699,2.97,15.7,1.04,45.8,0.907,0.952,0.975
8.21,24,51000,3090,9320,438,951,741,3.58,18.6,1.04,62.4,1.24,0.952,0.975
9.3,27,72800,3560,9780,645,1110,788,4.5,22.8,1.05,92.4,1.83,0.952,0.975
1.14,3,311,1350,6680,7.64,463,550,1.1,5.95,1.02,6.3,0.08,0.952,0.976
2.09,6,6940,1370,6820,26.8,635,581,1.33,7.26,1.02,14.1,0.29,0.952,0.976
3.14,9,8380,1390,7110,60.3,604,587,1.39,7.57,1.02,13,0.258,0.952,0.976
4.16,12,14700,1550,7790,114,660,613,1.66,9,1.02,18,0.357,0.952,0.976
5.14,15,21600,1920,8490,175,729,645,2.08,11.2,1.03,26.3,0.52,0.952,0.976
6.18,18,29800,2310,8830,246,798,676,2.5,13.3,1.03,35.6,0.706,0.952,0.976
7.15,21,39000,2680,9130,332,852,699,2.96,15.7,1.04,45.7,0.905,0.952,0.976
8.21,24,51000,3090,9320,438,950,741,3.58,18.6,1.04,62.3,1.23,0.952,0.976
9.3,27,72800,3560,9780,645,1110,788,4.5,22.8,1.05,92.3,1.83,0.952,0.976
1.14,3,477,1360,6690,8.16,465,551,1.1,5.98,1.02,1.1,0.079,0.952,0.977
2.09,6,6790,1360,6820,25.8,632,580,1.32,7.23,1.02,17.3,0.288,0.952,0.977
3.14,9,8380,1390,7110,60.3,603,587,1.39,7.56,1.02,13,0.257,0.952,0.977
4.16,12,14700,1550,7790,114,659,613,1.66,8.99,1.02,18,0.356,0.952,0.977
5.14,15,21600,1920,8490,175,728,645,2.08,11.2,1.03,26.2,0.519,0.952,0.977
6.18,18,29800,2310,8830,246,797,675,2.5,13.3,1.03,35.6,0.704,0.952,0.977
7.15,21,39000,2680,9130,332,851,699,2.96,15.7,1.04,45.6,0.904,0.952,0.977
8.21,24,51000,3090,9320,438,949,741,3.58,18.6,1.04,62.2,1.23,0.952,0.977
9.3,27,72800,3560,9780,645,1110,788,4.5,22.8,1.05,92.2,1.83,0.952,0.977
1.14,3,929,1380,6700,9.22,478,554,1.12,6.08,1.02,0,0.093,0.952,0.978
2.09,6,6700,1360,6820,25.4,629,579,1.32,7.2,1.02,18.1,0.286,0.952,0.978
3.14,9,8380,1390,7110,60.4,603,587,1.39,7.55,1.02,12.9,0.256,0.952,0.978
4.16,12,14700,1550,7790,114,658,613,1.66,8.98,1.02,17.9,0.355,0.952,0.978
5.14,15,21600,1920,8500,175,727,645,2.08,11.2,1.03,26.2,0.518,0.952,0.978
6.18,18,29800,2310,8830,246,796,675,2.5,13.3,1.03,35.5,0.703,0.952,0.978
7.15,21,39000,2680,9130,332,850,699,2.96,15.6,1.04,45.6,0.902,0.952,0.978
8.21,24,51000,3090,9320,438,948,741,3.58,18.6,1.04,62.1,1.23,0.952,0.978
9.3,27,72800,3560,9780,645,1110,788,4.5,22.7,1.05,92.1,1.82,0.952,0.978
1.14,3,1470,1390,6710,10.2,493,557,1.15,6.21,1.02,0,0.111,0.952,0.979
2.09,6,6630,1360,6820,25.1,627,579,1.32,7.18,1.02,18.9,0.284,0.952,0.979
3.14,9,8380,1390,7120,60.4,602,587,1.39,7.55,1.02,12.9,0.256,0.952,0.979
4.16,12,14700,1550,7800,114,657,613,1.66,8.97,1.02,17.9,0.354,0.952,0.979
5.14,15,21600,1920,8500,175,726,644,2.08,11.2,1.03,26.1,0.517,0.952,0.979
6.18,18,29800,2310,8830,246,795,675,2.5,13.3,1.03,35.4,0.701,0.952,0.979
7.15,21,39000,2680,9130,332,849,699,2.96,15.6,1.04,45.5,0.901,0.952,0.979
8.21,24,51000,3090,9320,438,947,740,3.57,18.6,1.04,62,1.23,0.952,0.979
9.3,27,72800,3560,9780,645,1110,788,4.5,22.7,1.05,92,1.82,0.952,0.979
1.14,3,1960,1410,6720,10.8,508,559,1.17,6.32,1.02,0,0.127,0.952,0.98
2.09,6,6610,1360,6830,25,626,579,1.32,7.17,1.02,19.2,0.283,0.952,0.98
3.14,9,8380,1390,7120,60.4,601,586,1.39,7.54,1.02,12.9,0.255,0.952,0.98
4.16,12,14700,1550,7800,114,656,613,1.66,8.96,1.02,17.9,0.353,0.952,0.98
5.14,15,21600,1920,8500,175,725,644,2.08,11.1,1.03,26,0.515,0.952,0.98
6.18,18,29800,2310,8830,246,794,675,2.5,13.3,1.03,35.3,0.7,0.952,0.98
7.15,21,39000,2680,9130,332,848,698,2.96,15.6,1.04,45.4,0.899,0.952,0.98
8.21,24,51000,3090,9320,438,946,740,3.57,18.5,1.04,61.9,1.23,0.952,0.98
9.3,27,72800,3560,9780,645,1110,788,4.49,22.7,1.05,91.9,1.82,0.952,0.98
1.14,3,2210,1410,6730,11.1,515,561,1.18,6.37,1.02,0,0.135,0.952,0.981
2.09,6,6410,1360,6830,24.4,620,578,1.31,7.13,1.02,20.4,0.278,0.952,0.981
3.14,9,8380,1390,7120,60.4,600,586,1.39,7.53,1.02,12.8,0.254,0.952,0.981
4.16,12,14700,1550,7800,114,655,612,1.66,8.95,1.02,17.8,0.353,0.952,0.981
5.14,15,21600,1920,8500,175,724,644,2.08,11.1,1.03,26,0.514,0.952,0.981
6.18,18,29800,2310,8830,246,793,675,2.5,13.3,1.03,35.3,0.698,0.952,0.981
7.15,21,39000,2680,9130,332,847,698,2.96,15.6,1.04,45.3,0.897,0.952,0.981
8.21,24,51000,3090,9320,438,945,740,3.57,18.5,1.04,61.8,1.22,0.952,0.981
9.3,27,72800,3560,9780,645,1110,787,4.49,22.7,1.05,91.8,1.82,0.952,0.981
1.14,3,2850,1420,6740,11.5,534,564,1.2,6.5,1.02,0,0.158,0.952,0.982
2.09,6,6440,1360,6830,24.5,620,578,1.31,7.12,1.02,19.9,0.277,0.952,0.982
3.14,9,8380,1390,7130,60.4,599,586,1.39,7.52,1.02,12.8,0.254,0.952,0.982
4.16,12,14700,1550,7800,114,654,612,1.66,8.95,1.02,17.8,0.352,0.952,0.982
5.14,15,21600,1920,8500,175,723,644,2.08,11.1,1.03,25.9,0.513,0.952,0.982
6.18,18,29800,2310,8830,246,791,674,2.5,13.3,1.03,35.2,0.697,0.952,0.982
7.15,21,39000,2680,9130,332,846,698,2.96,15.6,1.04,45.2,0.896,0.952,0.982
8.21,24,51000,3090,9320,438,943,740,3.57,18.5,1.04,61.7,1.22,0.952,0.982
9.3,27,72800,3560,9780,645,1110,787,4.49,22.6,1.05,91.7,1.81,0.952,0.982
1.14,3,3580,1420,6740,11.7,555,567,1.23,6.64,1.02,0,0.183,0.952,0.983
2.09,6,6220,1350,6830,24,614,577,1.3,7.08,1.02,21.2,0.271,0.952,0.983
3.14,9,8380,1390,7130,60.4,598,586,1.39,7.52,1.02,12.8,0.253,0.952,0.983
4.16,12,14700,1550,7800,114,653,612,1.66,8.94,1.02,17.7,0.351,0.952,0.983
5.14,15,21600,1920,8500,175,722,644,2.08,11.1,1.03,25.9,0.512,0.952,0.983
6.18,18,29800,2310,8830,246,790,674,2.5,13.2,1.03,35.1,0.695,0.952,0.983
7.15,21,39000,2680,9140,332,845,698,2.96,15.5,1.04,45.2,0.894,0.952,0.983
8.21,24,51000,3090,9320,438,942,740,3.57,18.5,1.04,61.6,1.22,0.952,0.983
9.3,27,72800,3560,9780,645,1110,787,4.49,22.6,1.05,91.5,1.81,0.952,0.983
1.14,3,4450,1420,6740,11.6,581,571,1.26,6.8,1.02,0,0.213,0.952,0.984
2.09,6,6100,1350,6830,23.7,611,576,1.3,7.05,1.02,22,0.268,0.952,0.984
3.14,9,8380,1390,7130,60.4,598,586,1.39,7.51,1.02,12.7,0.252,0.952,0.984
4.16,12,14700,1550,7810,114,652,612,1.66,8.93,1.02,17.7,0.35,0.952,0.984
5.14,15,21600,1920,8500,175,722,643,2.08,11.1,1.03,25.8,0.511,0.952,0.984
